task,round,client_id,quality_score,delta_accuracy,js_to_global,update_l2_distance_to_mean,update_cosine_distance_to_mean,normalized_entropy,class_imbalance_ratio,form,raw_lambda_score,predicted_delta_accuracy,lambda_weight,effective_quality_score
Tabular-MLP,2,0,0.5945783923602526,15.000000000000009,0.0265288027068685,2.5411822096419603,0.1224303267022411,0.8034158480707552,3.08,form_b,0.13681723536754123,2.5670851906548253,1.070427945575884,0.6364533270179971
Tabular-MLP,2,1,0.5923961563422683,-3.3333333333333286,0.2359053979266678,2.0933175049731445,0.079884995182882,-0.0,1.0,form_b,-0.23171016536189695,-0.06249187776495835,0.7721302795553118,0.4574070098040478
Tabular-MLP,2,2,0.5962355161448847,3.333333333333343,0.0088558977174769,3.925276553909603,0.1186880559160565,0.9728063221185004,1.48,form_b,0.2249875962320854,3.196212790352413,1.1574417748688044,0.690107894046553
Tabular-MLP,3,0,0.5942924823893394,-1.6666666666666643,0.0265288027068685,2.5466540811685885,0.1257867767521132,0.8034158480707552,3.08,form_b,0.13656014886309784,2.565250784921774,1.0696641372791669,0.6356933554664872
Tabular-MLP,3,1,0.5916034090191823,-1.6666666666666643,0.2359053979266678,2.0974586142732425,0.0802015281010142,-0.0,1.0,form_b,-0.23164559376660251,-0.0620311359424468,0.7717993436408968,0.4565991227767219
Tabular-MLP,3,2,0.5958931037582622,0.0,0.0088558977174769,3.928797216205208,0.1046030240561775,0.9728063221185004,1.48,form_b,0.22660235520453592,3.207734683043639,1.1585365190799362,0.6903639221718363
Tabular-MLP,4,0,0.5930222808154139,0.0,0.0265288027068685,2.5487327946683216,0.1281709598506123,0.8034158480707552,3.08,form_b,0.13633947814684982,2.5636762190849627,1.0710834771022069,0.6351763665348548
Tabular-MLP,4,1,0.5968954648731879,-1.6666666666666643,0.2359053979266678,2.0980418830892487,0.077535120907175,-0.0,1.0,form_b,-0.23133595769414264,-0.05982176992492838,0.7731868053769462,0.46151169762928734
Tabular-MLP,4,2,0.5978978798437097,-28.33333333333333,0.0088558977174769,3.9290932326790746,0.1448112778651945,0.9728063221185004,1.48,form_b,0.22214917048274488,3.175959590058203,1.1557297175208472,0.6910083477780841
Tabular-MLP,5,0,0.5983949468653029,26.66666666666667,0.0265288027068685,2.568359442191229,0.1159533624602867,0.8034158480707552,3.08,form_b,0.13810484877413368,2.57627278072347,1.0704491033804588,0.6405513343393608
Tabular-MLP,5,1,0.5950810975102152,0.0,0.2359053979266678,2.107748393126547,0.0745564825145974,-0.0,1.0,form_b,-0.2307726922518271,-0.055802666087290786,0.7719059336148343,0.4593466301501629
Tabular-MLP,5,2,0.5997366940652641,26.66666666666667,0.0088558977174769,3.932526048097088,0.1064769475747611,0.9728063221185004,1.48,form_b,0.22645094229014112,3.206654296817901,1.1576449630047068,0.6942821630137478
Audio-1DCNN,1,0,0.2365634187494742,0.6666666666666665,0.1184460894632952,4.150567112675941,0.4316801089068249,0.8787615669071187,88.0,form_b,-0.0588139355782823,1.1711856185496692,0.9869766939296475,0.23348258094205082
Audio-1DCNN,1,1,0.2257541544930717,0.6666666666666665,0.095252022207683,3.2806998362184228,0.4038591657977055,0.8940052398647492,44.5,form_b,-0.01935504941331883,1.4527391258313496,1.0221081111441088,0.23074515243184884
Audio-1DCNN,1,2,0.2261178480537544,0.0,0.1319178201555412,3.794380909377806,0.2002787960172691,0.8697020242240661,82.0,form_b,-0.054320979895201085,1.2032444918119332,0.9909151949262438,0.2240636114804888
Audio-1DCNN,2,0,0.2375704707328956,1.1666666666666663,0.1184460894632952,3.6694320563335374,0.2747223499558264,0.8787615669071187,88.0,form_b,-0.04871875117307974,1.2432184317430603,0.9871512230167283,0.23451798073663777
Audio-1DCNN,2,1,0.2287279575863308,0.0,0.095252022207683,2.999242691965212,0.1931753901663826,0.8940052398647492,44.5,form_b,-0.0010643628104072204,1.5832498285944814,1.0297422529550728,0.23553084235876062
Audio-1DCNN,2,2,0.2304937506319709,0.0,0.1319178201555412,3.691896360993817,0.1770075743593442,0.8697020242240661,82.0,form_b,-0.053350733816023704,1.2101675505464509,0.9831065240281988,0.22659990999401936
Audio-1DCNN,3,0,0.2331281505939162,0.6666666666666665,0.1184460894632952,3.975853714742856,0.1659736803064906,0.8787615669071187,88.0,form_b,-0.031927449873098576,1.3630304749180382,0.996494144547374,0.2323108369959959
Audio-1DCNN,3,1,0.2288456405735453,0.3333333333333335,0.095252022207683,3.2006045194473005,0.2044997141305814,0.8940052398647492,44.5,form_b,0.0013396968275740586,1.600403668668887,1.026316097369551,0.23486796473347601
Audio-1DCNN,3,2,0.2265854497198004,0.0,0.1319178201555412,3.677575868541166,0.1807837225908543,0.8697020242240661,82.0,form_b,-0.05399709777934232,1.2055555085315794,0.977189758083075,0.2214169807968365
Audio-1DCNN,4,0,0.2438309656043507,0.0,0.1184460894632952,3.976606262334481,0.1766571518704313,0.8787615669071187,88.0,form_b,-0.03310059917041034,1.3546596279092735,0.9942240509811741,0.24242261037780885
Audio-1DCNN,4,1,0.2305784044110574,0.0,0.095252022207683,3.2432743734167717,0.1884749026674783,0.8940052398647492,44.5,form_b,0.0038691954273194907,1.6184525613681136,1.0273442892634344,0.2368834069991745
Audio-1DCNN,4,2,0.2260584335404577,0.0,0.1319178201555412,3.792546660198902,0.1715491532826493,0.8697020242240661,82.0,form_b,-0.05116439555019302,1.225767869427103,0.9784316597553913,0.22118272833069386
Audio-1DCNN,5,0,0.23674549629983,0.0,0.1184460894632952,4.090036971272332,0.1757958958479724,0.8787615669071187,88.0,form_b,-0.03132619637373026,1.3673206373621785,0.9965850983132382,0.23593703370518243
Audio-1DCNN,5,1,0.2355306896201511,0.3333333333333335,0.095252022207683,3.404324004564244,0.2030872201000439,0.8940052398647492,44.5,form_b,0.0050243212666027095,1.6266948044472065,1.0292188719011772,0.24241263066895824
Audio-1DCNN,5,2,0.2238187197635335,0.0,0.1319178201555412,3.860492915449601,0.2332889602033289,0.8697020242240661,82.0,form_b,-0.056960378520524504,1.1844114224503834,0.974196029785585,0.21804330818532677
